Sample1	Sample2	Genome	Coverage	Resolution	Score
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	200000	0.935823211489
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	1000000	0.955333936449
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	1000000	40000	0.0157546700508
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	1000000	200000	0.0205446231801
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	1000000	1000000	0.359988389858
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	2000000	40000	0.0222911569376
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	2000000	200000	0.0759889238461
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	2000000	1000000	0.622568216217
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	5000000	40000	0.0693322128741
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	5000000	200000	0.304888069808
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	5000000	1000000	0.837652744465
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	10000000	40000	0.187164620872
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	10000000	200000	0.573145026307
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	10000000	1000000	0.904478575906
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	20000000	40000	0.409837483074
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	20000000	200000	0.772651735778
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	20000000	1000000	0.934456412735
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	40000000	40000	0.6468588038
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	40000000	200000	0.871728566179
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	40000000	1000000	0.947082270855
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	0	40000	0.641621561468
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	0	200000	0.91323614933
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	0	1000000	0.988602660198
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	1000000	40000	0.00825384540072
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	1000000	200000	0.0423956985795
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	1000000	1000000	0.630689361994
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	2000000	40000	0.0186910685428
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	2000000	200000	0.138969144449
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	2000000	1000000	0.821049600627
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	5000000	40000	0.070244613454
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	5000000	200000	0.434955968867
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	5000000	1000000	0.930446674681
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	10000000	40000	0.18639306721
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	10000000	200000	0.67766906308
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	10000000	1000000	0.96450980352
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	20000000	40000	0.380807692653
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	20000000	200000	0.824298334728
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	20000000	1000000	0.97925757627
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	40000000	40000	0.57607725932
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	40000000	200000	0.894490309594
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	40000000	1000000	0.986166338132
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	40000	0.817943051836
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	200000	0.959333079579
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	1000000	0.993764252798
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	1000000	40000	0.00778049703689
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	1000000	200000	0.0348427782074
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	1000000	1000000	0.532157113861
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	2000000	40000	0.0176094193446
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	2000000	200000	0.118142530735
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	2000000	1000000	0.772515189252
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	5000000	40000	0.072382732918
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	5000000	200000	0.412104952087
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	5000000	1000000	0.920112778926
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	10000000	40000	0.204107881373
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	10000000	200000	0.678506553169
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	10000000	1000000	0.96259605106
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	20000000	40000	0.436117177009
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	20000000	200000	0.845980743653
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	20000000	1000000	0.980844099542
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	40000000	40000	0.670704336147
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	40000000	200000	0.925118802266
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	40000000	1000000	0.989524260524
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	0	40000	0.484067136793
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	0	200000	0.878127863912
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	0	1000000	0.975450769224
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	1000000	40000	0.0113835250341
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	1000000	200000	0.0255951668036
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	1000000	1000000	0.369979965406
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	2000000	40000	0.0170123098673
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	2000000	200000	0.0913139961032
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	2000000	1000000	0.640503248654
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	5000000	40000	0.0473967951322
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	5000000	200000	0.350186484667
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	5000000	1000000	0.853671342391
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	10000000	40000	0.135342832212
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	10000000	200000	0.625319467873
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	10000000	1000000	0.929152527707
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	20000000	40000	0.337133406852
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	20000000	200000	0.819502486985
GSE60494_mm10_ES_MboI_Rep1	GSE60494_mm10_ES_MboI_Rep2	mm10	20000000	1000000	0.965385339346
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	4000	0.924000183796
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	20000	0.979162542613
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	100000	0.996010711003
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	125000	4000	0.00473853848555
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	125000	20000	0.00567581408254
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	125000	100000	0.10126943987
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	250000	4000	0.00487981297106
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	250000	20000	0.00999462074117
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	250000	100000	0.286397207148
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	500000	4000	0.00666216437954
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	500000	20000	0.0365978423405
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	500000	100000	0.551931764895
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	1000000	4000	0.0129455910349
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	1000000	20000	0.123507534648
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	1000000	100000	0.773293368099
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	2000000	4000	0.0359900484112
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	2000000	20000	0.315226595428
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	2000000	100000	0.890328333113
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	5000000	4000	0.151767621061
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	5000000	20000	0.654964878633
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	5000000	100000	0.955775532391
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	10000000	4000	0.359385759796
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	10000000	20000	0.826389468135
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	10000000	100000	0.976384132836
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	20000000	4000	0.611259855491
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	20000000	20000	0.912948436983
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	20000000	100000	0.986804930724
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	40000000	4000	0.794698352575
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	40000000	20000	0.953685575899
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	40000000	100000	0.992260837025
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	0	4000	0.841977365439
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	0	20000	0.928745574953
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	0	100000	0.983741154853
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	125000	4000	0.00881018721217
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	125000	20000	0.00745130763099
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	125000	100000	0.0541820566829
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	250000	4000	0.013706210424
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	250000	20000	0.0193485444584
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	250000	100000	0.151629539969
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	500000	4000	0.0252738926379
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	500000	20000	0.0595455993319
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	500000	100000	0.36949173135
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	1000000	4000	0.0649557664278
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	1000000	20000	0.185482238907
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	1000000	100000	0.627196645187
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	2000000	4000	0.190904550286
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	2000000	20000	0.427405044978
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	2000000	100000	0.825970961361
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	5000000	4000	0.588817502885
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	5000000	20000	0.793283527469
GSE63515_dm6_Kc167_DpnII_Rep1	GSE63515_dm6_Kc167_DpnII_Rep2	dm6	5000000	100000	0.952420599529
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	40000	0.496797469401
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	200000	0.903545484015
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	1000000	0.983666986537
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	1000000	40000	0.00847130299214
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	1000000	200000	0.0450115308908
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	1000000	1000000	0.557334971336
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	2000000	40000	0.015426447699
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	2000000	200000	0.14381980481
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	2000000	1000000	0.778254752408
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	5000000	40000	0.0577929788345
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	5000000	200000	0.461901943116
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	5000000	1000000	0.916170042923
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	10000000	40000	0.170643384988
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	10000000	200000	0.721326095053
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	10000000	1000000	0.959106880545
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	20000000	40000	0.400494338886
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	20000000	200000	0.87348860832
GSE63525_hg38_GM12878_MboI_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	20000000	1000000	0.979466668159
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	40000	0.117699524155
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	200000	0.534267507823
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	1000000	0.886748136128
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	1000000	40000	0.016469534834
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	1000000	200000	0.0281242176352
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	1000000	1000000	0.273642165325
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	2000000	40000	0.0247960043969
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	2000000	200000	0.0943789116633
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	2000000	1000000	0.55174231882
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	5000000	40000	0.0649117135365
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	5000000	200000	0.357541634961
GSE63525_hg38_HMEC_MboI_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	5000000	1000000	0.822178773093
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	0	40000	0.677166317795
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	0	200000	0.951661965196
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	0	1000000	0.988510033259
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	1000000	40000	0.011931127403
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	1000000	200000	0.113565073227
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	1000000	1000000	0.612277700679
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	2000000	40000	0.0289771175937
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	2000000	200000	0.288991094574
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	2000000	1000000	0.807998162649
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	5000000	40000	0.113800951467
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	5000000	200000	0.641016755197
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	5000000	1000000	0.928340761284
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	10000000	40000	0.279283225271
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	10000000	200000	0.831446923881
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	10000000	1000000	0.965245891905
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	20000000	40000	0.531548506311
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	20000000	200000	0.923865640099
GSE63525_hg38_K562_MboI_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	20000000	1000000	0.982614099331
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	0	40000	0.202028300496
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	0	200000	0.792421030622
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	0	1000000	0.939099276392
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	1000000	40000	0.0109186989317
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	1000000	200000	0.159902348931
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	1000000	1000000	0.778376486573
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	2000000	40000	0.0262603639488
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	2000000	200000	0.383832502251
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	2000000	1000000	0.876747466498
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	5000000	40000	0.101252634907
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	5000000	200000	0.703569911
GSE63525_mm10_CH12-LX_HindIII_Rep1	GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	5000000	1000000	0.930900667079
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	0	40000	0.122747844591
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	0	200000	0.750541943149
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	0	1000000	0.966702222309
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	1000000	40000	0.00919882752498
