Sample	Genome	Noise	Resolution	Score
GSE60494_mm10_ES_MboI_Rep2	mm10	50	200000	0.0580711523586
GSE60494_mm10_ES_MboI_Rep2	mm10	50	1000000	0.103318924979
GSE60494_mm10_ES_MboI_Rep2	mm10	100	40000	0.0163345663889
GSE60494_mm10_ES_MboI_Rep2	mm10	100	200000	0.0557996724919
GSE60494_mm10_ES_MboI_Rep2	mm10	100	1000000	0.101845630432
GSE60494_mm10_ES_MboI_Rep2	mm10	200	40000	0.0141485757155
GSE60494_mm10_ES_MboI_Rep2	mm10	200	200000	0.051011388851
GSE60494_mm10_ES_MboI_Rep2	mm10	200	1000000	0.0987795709091
GSE60494_mm10_ES_MboI_Rep2	mm10	350	40000	0.0108632568462
GSE60494_mm10_ES_MboI_Rep2	mm10	350	200000	0.0428888218849
GSE60494_mm10_ES_MboI_Rep2	mm10	350	1000000	0.0933314833248
GSE60494_mm10_ES_MboI_Rep2	mm10	500	40000	0.00768752628347
GSE60494_mm10_ES_MboI_Rep2	mm10	500	200000	0.0338140296687
GSE60494_mm10_ES_MboI_Rep2	mm10	500	1000000	0.0856698782228
GSE60494_mm10_ES_MboI_Rep2	mm10	750	40000	0.00292683247506
GSE60494_mm10_ES_MboI_Rep2	mm10	750	200000	0.0163083921406
GSE60494_mm10_ES_MboI_Rep2	mm10	750	1000000	0.0628695654826
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	0	4000	0.0852332894346
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	0	20000	0.106894003607
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	0	100000	0.115815079252
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	1	4000	0.0852075566545
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	1	20000	0.106880814529
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	1	100000	0.115814444096
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	5	4000	0.0850795477805
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	5	20000	0.106837180283
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	5	100000	0.115786797373
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	10	4000	0.0849418365891
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	10	20000	0.10678072554
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	10	100000	0.115780698952
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	20	4000	0.0846595611745
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	20	20000	0.106672961391
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	20	100000	0.115756213233
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	50	4000	0.0837384913165
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	50	20000	0.106280041037
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	50	100000	0.115769186451
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	100	4000	0.0820803772065
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	100	20000	0.105599242843
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	100	100000	0.115660001751
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	200	4000	0.078333710467
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	200	20000	0.104004788766
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	200	100000	0.11543456778
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	350	4000	0.0714847542581
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	350	20000	0.10091059673
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	350	100000	0.115009000392
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	500	4000	0.0624705183572
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	500	20000	0.0962941522272
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	500	100000	0.114219953832
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	750	4000	0.0387114561722
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	750	20000	0.0797853165086
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	750	100000	0.110675754598
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	4000	0.10608719789
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	20000	0.116855064482
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	100000	0.123778273688
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	1	4000	0.106058252185
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	1	20000	0.116851475592
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	1	100000	0.123775978498
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	5	4000	0.105928600966
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	5	20000	0.116814627407
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	5	100000	0.1237788109
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	10	4000	0.105778325178
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	10	20000	0.116795984106
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	10	100000	0.12380086222
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	20	4000	0.105460913216
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	20	20000	0.116749156977
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	20	100000	0.123806416515
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	50	4000	0.104534939138
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	50	20000	0.116378450924
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	50	100000	0.123722950106
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	100	4000	0.102776429103
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	100	20000	0.115916459318
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	100	100000	0.123544940822
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	200	4000	0.0989114669636
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	200	20000	0.114716626018
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	200	100000	0.123440969149
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	350	4000	0.0916248259571
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	350	20000	0.112343699174
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	350	100000	0.122982134015
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	500	4000	0.0815342883006
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	500	20000	0.108444727203
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	500	100000	0.12230948892
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	750	4000	0.0536252336852
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	750	20000	0.0933099069239
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	750	100000	0.119438186861
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	0	4000	0.0220455642702
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	0	20000	0.0468204631213
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	0	100000	0.0826536201505
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	1	4000	0.0220194414891
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	1	20000	0.046784575177
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	1	100000	0.0826084272091
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	5	4000	0.0219202867252
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	5	20000	0.0466220654949
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	5	100000	0.0824683051026
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	10	4000	0.0217989289484
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	10	20000	0.0464277414741
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	10	100000	0.0823675046109
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	20	4000	0.0215422996399
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	20	20000	0.0460697701731
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	20	100000	0.0820187901805
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	50	4000	0.0207946373276
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	50	20000	0.0450410194521
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	50	100000	0.0811732617741
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	100	4000	0.0195519700873
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	100	20000	0.0432280581095
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	100	100000	0.0796591609229
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	200	4000	0.0169931868403
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	200	20000	0.0394288506182
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	200	100000	0.0761410899078
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	350	4000	0.0131915127612
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	350	20000	0.0329022754846
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	350	100000	0.0697684997695
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	500	4000	0.00936161642375
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	500	20000	0.0260188770818
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	500	100000	0.0616367936612
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	750	4000	0.00350194950107
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	750	20000	0.0123038053517
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	750	100000	0.0398772733254
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	0	4000	0.0281088142236
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	0	20000	0.0546148171446
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	0	100000	0.0879917709928
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	1	4000	0.0280815413412
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	1	20000	0.0545843688865
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	1	100000	0.0879415755464
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	5	4000	0.027962357768
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	5	20000	0.0544209437474
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	5	100000	0.0879956260349
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	10	4000	0.0278156273218
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	10	20000	0.0542429352784
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	10	100000	0.0878733842847
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	20	4000	0.0275223322886
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	20	20000	0.0539096563584
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	20	100000	0.0876202644896
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	50	4000	0.0266510387075
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	50	20000	0.0528295985483
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	50	100000	0.0868964443175
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	100	4000	0.0251782128253
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	100	20000	0.0509427280213
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	100	100000	0.0853750858757
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	200	4000	0.0221377302845
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	200	20000	0.0467912696957
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	200	100000	0.082333785548
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	350	4000	0.0174686093708
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	350	20000	0.0397388939322
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	350	100000	0.0763417673776
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	500	4000	0.0126422983512
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	500	20000	0.0316953129669
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	500	100000	0.0683574450791
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	750	4000	0.00485957110438
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	750	20000	0.0157716850621
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	750	100000	0.0460507343017
GSE63525_hg38_GM12878_MboI_Rep1	hg38	0	40000	0.0203788416961
GSE63525_hg38_GM12878_MboI_Rep1	hg38	0	200000	0.0736940279741
GSE63525_hg38_GM12878_MboI_Rep1	hg38	0	1000000	0.126316041149
GSE63525_hg38_GM12878_MboI_Rep1	hg38	1	40000	0.0203577484145
GSE63525_hg38_GM12878_MboI_Rep1	hg38	1	200000	0.0736524047787
GSE63525_hg38_GM12878_MboI_Rep1	hg38	1	1000000	0.126287016374
GSE63525_hg38_GM12878_MboI_Rep1	hg38	5	40000	0.0202587099086
GSE63525_hg38_GM12878_MboI_Rep1	hg38	5	200000	0.0734657764553
GSE63525_hg38_GM12878_MboI_Rep1	hg38	5	1000000	0.126205227141
GSE63525_hg38_GM12878_MboI_Rep1	hg38	10	40000	0.0201442066347
GSE63525_hg38_GM12878_MboI_Rep1	hg38	10	200000	0.0732464788038
GSE63525_hg38_GM12878_MboI_Rep1	hg38	10	1000000	0.126135723998
GSE63525_hg38_GM12878_MboI_Rep1	hg38	20	40000	0.0199173805137
GSE63525_hg38_GM12878_MboI_Rep1	hg38	20	200000	0.072779776526
GSE63525_hg38_GM12878_MboI_Rep1	hg38	20	1000000	0.12596007878
GSE63525_hg38_GM12878_MboI_Rep1	hg38	50	40000	0.0192251951624
GSE63525_hg38_GM12878_MboI_Rep1	hg38	50	200000	0.0713644172259
GSE63525_hg38_GM12878_MboI_Rep1	hg38	50	1000000	0.125363412921
GSE63525_hg38_GM12878_MboI_Rep1	hg38	100	40000	0.0180783360189
GSE63525_hg38_GM12878_MboI_Rep1	hg38	100	200000	0.0689143556272
GSE63525_hg38_GM12878_MboI_Rep1	hg38	100	1000000	0.124223055397
GSE63525_hg38_GM12878_MboI_Rep1	hg38	200	40000	0.0157516378684
GSE63525_hg38_GM12878_MboI_Rep1	hg38	200	200000	0.0638107523011
GSE63525_hg38_GM12878_MboI_Rep1	hg38	200	1000000	0.121818445933
GSE63525_hg38_GM12878_MboI_Rep1	hg38	350	40000	0.012195546359
GSE63525_hg38_GM12878_MboI_Rep1	hg38	350	200000	0.0548507965027
GSE63525_hg38_GM12878_MboI_Rep1	hg38	350	1000000	0.117333736014
GSE63525_hg38_GM12878_MboI_Rep1	hg38	500	40000	0.00867078209741
GSE63525_hg38_GM12878_MboI_Rep1	hg38	500	200000	0.0442273768849
GSE63525_hg38_GM12878_MboI_Rep1	hg38	500	1000000	0.110597429864
GSE63525_hg38_GM12878_MboI_Rep1	hg38	750	40000	0.0032778684311
GSE63525_hg38_GM12878_MboI_Rep1	hg38	750	200000	0.0224661310692
GSE63525_hg38_GM12878_MboI_Rep1	hg38	750	1000000	0.0879462693221
GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	40000	0.0198704507062
GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	200000	0.0717619966979
GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	1000000	0.125975195823
GSE63525_hg38_GM12878_MboI_Rep2	hg38	1	40000	0.0198462943925
GSE63525_hg38_GM12878_MboI_Rep2	hg38	1	200000	0.0717198566811
GSE63525_hg38_GM12878_MboI_Rep2	hg38	1	1000000	0.125969505375
GSE63525_hg38_GM12878_MboI_Rep2	hg38	5	40000	0.0197533621517
GSE63525_hg38_GM12878_MboI_Rep2	hg38	5	200000	0.0715666023746
GSE63525_hg38_GM12878_MboI_Rep2	hg38	5	1000000	0.125896295818
GSE63525_hg38_GM12878_MboI_Rep2	hg38	10	40000	0.0196424636212
GSE63525_hg38_GM12878_MboI_Rep2	hg38	10	200000	0.0713551212049
GSE63525_hg38_GM12878_MboI_Rep2	hg38	10	1000000	0.125818174879
GSE63525_hg38_GM12878_MboI_Rep2	hg38	20	40000	0.0194129538818
GSE63525_hg38_GM12878_MboI_Rep2	hg38	20	200000	0.0709191694263
GSE63525_hg38_GM12878_MboI_Rep2	hg38	20	1000000	0.125577465356
GSE63525_hg38_GM12878_MboI_Rep2	hg38	50	40000	0.0187215191584
GSE63525_hg38_GM12878_MboI_Rep2	hg38	50	200000	0.0695038429552
GSE63525_hg38_GM12878_MboI_Rep2	hg38	50	1000000	0.124889816409
GSE63525_hg38_GM12878_MboI_Rep2	hg38	100	40000	0.0175496732559
GSE63525_hg38_GM12878_MboI_Rep2	hg38	100	200000	0.067073889776
GSE63525_hg38_GM12878_MboI_Rep2	hg38	100	1000000	0.123745602861
GSE63525_hg38_GM12878_MboI_Rep2	hg38	200	40000	0.0152391522095
GSE63525_hg38_GM12878_MboI_Rep2	hg38	200	200000	0.0618971789783
GSE63525_hg38_GM12878_MboI_Rep2	hg38	200	1000000	0.121186523794
GSE63525_hg38_GM12878_MboI_Rep2	hg38	350	40000	0.0117589927088
GSE63525_hg38_GM12878_MboI_Rep2	hg38	350	200000	0.0530959515107
GSE63525_hg38_GM12878_MboI_Rep2	hg38	350	1000000	0.116195238236
GSE63525_hg38_GM12878_MboI_Rep2	hg38	500	40000	0.00834743236116
GSE63525_hg38_GM12878_MboI_Rep2	hg38	500	200000	0.0427931480632
GSE63525_hg38_GM12878_MboI_Rep2	hg38	500	1000000	0.109280659018
GSE63525_hg38_GM12878_MboI_Rep2	hg38	750	40000	0.00314395912668
GSE63525_hg38_GM12878_MboI_Rep2	hg38	750	200000	0.0215036204838
GSE63525_hg38_GM12878_MboI_Rep2	hg38	750	1000000	0.0864827457208
GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	40000	0.0044624364875
GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	200000	0.0231090603751
GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	1000000	0.0766096560858
GSE63525_hg38_HMEC_MboI_Rep1	hg38	1	40000	0.00445525754508
GSE63525_hg38_HMEC_MboI_Rep1	hg38	1	200000	0.0230811220473
GSE63525_hg38_HMEC_MboI_Rep1	hg38	1	1000000	0.0765702421637
GSE63525_hg38_HMEC_MboI_Rep1	hg38	5	40000	0.00442530849927
GSE63525_hg38_HMEC_MboI_Rep1	hg38	5	200000	0.0229664472495
GSE63525_hg38_HMEC_MboI_Rep1	hg38	5	1000000	0.0764300060185
GSE63525_hg38_HMEC_MboI_Rep1	hg38	10	40000	0.00439093995514
GSE63525_hg38_HMEC_MboI_Rep1	hg38	10	200000	0.022824034196
GSE63525_hg38_HMEC_MboI_Rep1	hg38	10	1000000	0.0762286802615
GSE63525_hg38_HMEC_MboI_Rep1	hg38	20	40000	0.00433315022619
GSE63525_hg38_HMEC_MboI_Rep1	hg38	20	200000	0.0225519657413
GSE63525_hg38_HMEC_MboI_Rep1	hg38	20	1000000	0.0757518691306
GSE63525_hg38_HMEC_MboI_Rep1	hg38	50	40000	0.0041545945653
GSE63525_hg38_HMEC_MboI_Rep1	hg38	50	200000	0.0217871764105
GSE63525_hg38_HMEC_MboI_Rep1	hg38	50	1000000	0.0742867408748
GSE63525_hg38_HMEC_MboI_Rep1	hg38	100	40000	0.00385841290133
GSE63525_hg38_HMEC_MboI_Rep1	hg38	100	200000	0.0204607947
GSE63525_hg38_HMEC_MboI_Rep1	hg38	100	1000000	0.072112789415
GSE63525_hg38_HMEC_MboI_Rep1	hg38	200	40000	0.00326218372893
GSE63525_hg38_HMEC_MboI_Rep1	hg38	200	200000	0.0177518018199
GSE63525_hg38_HMEC_MboI_Rep1	hg38	200	1000000	0.0668989614494
GSE63525_hg38_HMEC_MboI_Rep1	hg38	350	40000	0.00244255042156
GSE63525_hg38_HMEC_MboI_Rep1	hg38	350	200000	0.0136926020424
GSE63525_hg38_HMEC_MboI_Rep1	hg38	350	1000000	0.0582084759414
GSE63525_hg38_HMEC_MboI_Rep1	hg38	500	40000	0.00171797781972
GSE63525_hg38_HMEC_MboI_Rep1	hg38	500	200000	0.00969550238107
GSE63525_hg38_HMEC_MboI_Rep1	hg38	500	1000000	0.0476690212543
GSE63525_hg38_HMEC_MboI_Rep1	hg38	750	40000	0.000727088859967
GSE63525_hg38_HMEC_MboI_Rep1	hg38	750	200000	0.00364664606441
GSE63525_hg38_HMEC_MboI_Rep1	hg38	750	1000000	0.0254234391941
GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	40000	0.00492287150307
GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	200000	0.0255518587541
GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	1000000	0.079998538549
GSE63525_hg38_HMEC_MboI_Rep2	hg38	1	40000	0.00491733313904
GSE63525_hg38_HMEC_MboI_Rep2	hg38	1	200000	0.0255280333508
GSE63525_hg38_HMEC_MboI_Rep2	hg38	1	1000000	0.0799596391163
GSE63525_hg38_HMEC_MboI_Rep2	hg38	5	40000	0.00488907919489
GSE63525_hg38_HMEC_MboI_Rep2	hg38	5	200000	0.0254071735297
GSE63525_hg38_HMEC_MboI_Rep2	hg38	5	1000000	0.07973094237
GSE63525_hg38_HMEC_MboI_Rep2	hg38	10	40000	0.00485393018265
GSE63525_hg38_HMEC_MboI_Rep2	hg38	10	200000	0.0252554170087
GSE63525_hg38_HMEC_MboI_Rep2	hg38	10	1000000	0.0794523979021
GSE63525_hg38_HMEC_MboI_Rep2	hg38	20	40000	0.00478679684371
GSE63525_hg38_HMEC_MboI_Rep2	hg38	20	200000	0.0249657124186
GSE63525_hg38_HMEC_MboI_Rep2	hg38	20	1000000	0.0789769656378
GSE63525_hg38_HMEC_MboI_Rep2	hg38	50	40000	0.00457948003127
GSE63525_hg38_HMEC_MboI_Rep2	hg38	50	200000	0.024070664171
GSE63525_hg38_HMEC_MboI_Rep2	hg38	50	1000000	0.0775982533572
GSE63525_hg38_HMEC_MboI_Rep2	hg38	100	40000	0.00424795121023
GSE63525_hg38_HMEC_MboI_Rep2	hg38	100	200000	0.022586968014
GSE63525_hg38_HMEC_MboI_Rep2	hg38	100	1000000	0.0750777116602
GSE63525_hg38_HMEC_MboI_Rep2	hg38	200	40000	0.00356976585305
GSE63525_hg38_HMEC_MboI_Rep2	hg38	200	200000	0.0196489592677
GSE63525_hg38_HMEC_MboI_Rep2	hg38	200	1000000	0.0697034863711
GSE63525_hg38_HMEC_MboI_Rep2	hg38	350	40000	0.00265586460835
GSE63525_hg38_HMEC_MboI_Rep2	hg38	350	200000	0.0151894380786
GSE63525_hg38_HMEC_MboI_Rep2	hg38	350	1000000	0.0607328639163
GSE63525_hg38_HMEC_MboI_Rep2	hg38	500	40000	0.0018426025379
GSE63525_hg38_HMEC_MboI_Rep2	hg38	500	200000	0.0108383444867
GSE63525_hg38_HMEC_MboI_Rep2	hg38	500	1000000	0.050094527359
GSE63525_hg38_HMEC_MboI_Rep2	hg38	750	40000	0.000782326156713
GSE63525_hg38_HMEC_MboI_Rep2	hg38	750	200000	0.00410426842043
GSE63525_hg38_HMEC_MboI_Rep2	hg38	750	1000000	0.0266838502806
GSE63525_hg38_K562_MboI_Rep1	hg38	0	40000	0.0326680785844
GSE63525_hg38_K562_MboI_Rep1	hg38	0	200000	0.111042246472
GSE63525_hg38_K562_MboI_Rep1	hg38	0	1000000	0.152180407928
GSE63525_hg38_K562_MboI_Rep1	hg38	1	40000	0.032636520966
GSE63525_hg38_K562_MboI_Rep1	hg38	1	200000	0.110984862473
GSE63525_hg38_K562_MboI_Rep1	hg38	1	1000000	0.152169420477
GSE63525_hg38_K562_MboI_Rep1	hg38	5	40000	0.0325049730225
GSE63525_hg38_K562_MboI_Rep1	hg38	5	200000	0.110751249146
GSE63525_hg38_K562_MboI_Rep1	hg38	5	1000000	0.152099186284
GSE63525_hg38_K562_MboI_Rep1	hg38	10	40000	0.0323288007994
GSE63525_hg38_K562_MboI_Rep1	hg38	10	200000	0.110478913532
GSE63525_hg38_K562_MboI_Rep1	hg38	10	1000000	0.15199978607
GSE63525_hg38_K562_MboI_Rep1	hg38	20	40000	0.0319956096573
GSE63525_hg38_K562_MboI_Rep1	hg38	20	200000	0.109972752291
GSE63525_hg38_K562_MboI_Rep1	hg38	20	1000000	0.151807682901
GSE63525_hg38_K562_MboI_Rep1	hg38	50	40000	0.0309915526011
GSE63525_hg38_K562_MboI_Rep1	hg38	50	200000	0.108464006816
GSE63525_hg38_K562_MboI_Rep1	hg38	50	1000000	0.151305646337
GSE63525_hg38_K562_MboI_Rep1	hg38	100	40000	0.0292872677154
GSE63525_hg38_K562_MboI_Rep1	hg38	100	200000	0.105656836725
GSE63525_hg38_K562_MboI_Rep1	hg38	100	1000000	0.150290793055
GSE63525_hg38_K562_MboI_Rep1	hg38	200	40000	0.025815900845
GSE63525_hg38_K562_MboI_Rep1	hg38	200	200000	0.0997683943759
GSE63525_hg38_K562_MboI_Rep1	hg38	200	1000000	0.147872584738
GSE63525_hg38_K562_MboI_Rep1	hg38	350	40000	0.0204747115445
GSE63525_hg38_K562_MboI_Rep1	hg38	350	200000	0.0889509083312
GSE63525_hg38_K562_MboI_Rep1	hg38	350	1000000	0.143778353416
GSE63525_hg38_K562_MboI_Rep1	hg38	500	40000	0.0149799058547
GSE63525_hg38_K562_MboI_Rep1	hg38	500	200000	0.0753906597612
GSE63525_hg38_K562_MboI_Rep1	hg38	500	1000000	0.136889186968
GSE63525_hg38_K562_MboI_Rep1	hg38	750	40000	0.00601161659835
GSE63525_hg38_K562_MboI_Rep1	hg38	750	200000	0.0435185955074
GSE63525_hg38_K562_MboI_Rep1	hg38	750	1000000	0.1145390865
GSE63525_hg38_K562_MboI_Rep2	hg38	0	40000	0.0299802518948
GSE63525_hg38_K562_MboI_Rep2	hg38	0	200000	0.106252267149
GSE63525_hg38_K562_MboI_Rep2	hg38	0	1000000	0.149597405978
GSE63525_hg38_K562_MboI_Rep2	hg38	1	40000	0.0299489125495
GSE63525_hg38_K562_MboI_Rep2	hg38	1	200000	0.106202970408
GSE63525_hg38_K562_MboI_Rep2	hg38	1	1000000	0.149592955068
GSE63525_hg38_K562_MboI_Rep2	hg38	5	40000	0.0298209217106
GSE63525_hg38_K562_MboI_Rep2	hg38	5	200000	0.106017111105
GSE63525_hg38_K562_MboI_Rep2	hg38	5	1000000	0.149508953722
GSE63525_hg38_K562_MboI_Rep2	hg38	10	40000	0.0296659622117
GSE63525_hg38_K562_MboI_Rep2	hg38	10	200000	0.105777047484
GSE63525_hg38_K562_MboI_Rep2	hg38	10	1000000	0.149433489585
GSE63525_hg38_K562_MboI_Rep2	hg38	20	40000	0.0293566050921
GSE63525_hg38_K562_MboI_Rep2	hg38	20	200000	0.105272409858
GSE63525_hg38_K562_MboI_Rep2	hg38	20	1000000	0.149221060067
GSE63525_hg38_K562_MboI_Rep2	hg38	50	40000	0.0284245736069
GSE63525_hg38_K562_MboI_Rep2	hg38	50	200000	0.103731200364
GSE63525_hg38_K562_MboI_Rep2	hg38	50	1000000	0.148607753357
GSE63525_hg38_K562_MboI_Rep2	hg38	100	40000	0.026811374206
GSE63525_hg38_K562_MboI_Rep2	hg38	100	200000	0.101002477633
